"DateTime","Avian influenza[en]","Centers for Disease Control and Prevention[en]","Common cold[en]","Fever[en]","Influenza[en]","Main Page[en]","Pandemic[en]","West Nile virus[en]"
"2009-01-16 00:00:00",593,566,3274,3238,4232,2786548,1815,497
"2009-01-17 00:00:00",435,404,2627,2722,2875,2091021,1326,319
"2009-01-18 00:00:00",1045,439,2850,3183,3532,2762250,1739,317
"2009-01-19 00:00:00",1118,624,3525,3834,4931,1057122,2023,463
"2009-01-20 00:00:00",1039,689,3393,3968,4886,2429670,1952,588
"2009-01-21 00:00:00",888,640,4266,3768,5128,3069486,1986,612
"2009-01-22 00:00:00",870,731,3994,3737,5223,2451531,1662,611
"2009-01-23 00:00:00",683,637,3283,3484,4409,2892772,1473,531
"2009-01-24 00:00:00",641,505,2490,3004,3092,1541925,1440,269
"2009-01-25 00:00:00",760,473,2901,3356,3692,1481359,1550,377
"2009-01-26 00:00:00",931,661,3788,3913,4944,1858245,1753,577
"2009-01-27 00:00:00",903,666,4189,4358,4977,2715876,1892,607
"2009-01-28 00:00:00",841,667,3857,4375,5267,670273,1923,581
"2009-01-29 00:00:00",886,667,4127,4053,5408,1068368,1731,732
"2009-01-30 00:00:00",753,604,3621,3872,4668,1304364,1725,545
"2009-01-31 00:00:00",429,498,2864,3200,3363,400867,1397,262
"2009-02-01 00:00:00",607,514,3031,3644,4152,526466,1518,323
"2009-02-02 00:00:00",838,716,3588,4403,5358,2149493,1866,311
"2009-02-03 00:00:00",873,771,4145,4423,5832,2668211,2005,540
"2009-02-04 00:00:00",854,708,4146,4491,5828,2186480,1889,443
"2009-02-05 00:00:00",848,677,3989,4246,5759,2051399,1918,245
"2009-02-06 00:00:00",815,616,3675,4095,5026,881338,1694,298
"2009-02-07 00:00:00",528,496,2672,3801,3471,1616503,1311,201
"2009-02-08 00:00:00",615,539,3155,4309,4227,1159151,1577,216
"2009-02-09 00:00:00",913,781,3958,4646,6052,874784,2003,288
"2009-02-10 00:00:00",942,685,5215,4865,5958,2141776,2088,554
"2009-02-11 00:00:00",927,854,4578,5079,6387,1458367,2015,710
"2009-02-12 00:00:00",797,638,4080,4520,5765,1797049,1899,706
"2009-02-13 00:00:00",669,600,4242,3990,4796,2299071,1591,651
"2009-02-14 00:00:00",444,385,2942,3339,3541,1277309,1338,335
"2009-02-15 00:00:00",526,474,3361,3733,3705,1656818,1424,424
"2009-02-16 00:00:00",699,698,4096,4574,4695,1222080,1810,659
"2009-02-17 00:00:00",790,724,4127,4734,5750,2034520,1879,753
"2009-02-18 00:00:00",718,663,4197,4743,5943,3045388,1848,756
"2009-02-19 00:00:00",712,737,4124,4613,5678,1324380,1830,693
"2009-02-20 00:00:00",630,614,3907,4140,4896,1096671,1616,609
"2009-02-21 00:00:00",576,427,2953,3547,3659,2154097,1421,363
"2009-02-22 00:00:00",615,576,3467,3659,4227,1487573,1796,477
"2009-02-23 00:00:00",891,860,4213,4787,5253,1665193,2188,784
"2009-02-24 00:00:00",887,690,4356,4822,6911,2190945,2094,802
"2009-02-25 00:00:00",887,735,4439,4594,5509,2649495,2162,709
"2009-02-26 00:00:00",887,711,4361,4370,5732,1610944,2024,716
"2009-02-27 00:00:00",723,672,3821,4299,4929,2353035,1753,752
"2009-02-28 00:00:00",589,525,2765,3763,3547,1661708,1511,366
"2009-03-01 00:00:00",667,507,3204,3937,3934,1801511,1732,436
"2009-03-02 00:00:00",911,771,4185,4697,5881,1067753,2048,701
"2009-03-03 00:00:00",884,671,4136,4376,5936,2315987,2085,710
"2009-03-04 00:00:00",817,779,4189,4415,5729,1440570,1960,783
"2009-03-05 00:00:00",828,675,3896,4264,5616,2862992,1944,816
"2009-03-06 00:00:00",731,690,3440,3695,4527,2016530,1778,730
"2009-03-07 00:00:00",546,434,2488,3259,3223,2041143,1428,317
"2009-03-08 00:00:00",584,496,3172,3706,3717,939923,1573,446
"2009-03-09 00:00:00",895,773,3826,4377,5302,2098741,2004,759
"2009-03-10 00:00:00",765,635,3866,4076,5228,1385698,1850,819
"2009-03-11 00:00:00",716,678,3777,4088,5370,1181271,1919,696
"2009-03-12 00:00:00",742,734,3383,3891,5498,1699537,1915,735
"2009-03-13 00:00:00",707,558,3032,3668,4627,2135308,1859,580
"2009-03-14 00:00:00",384,373,2456,3124,3075,1733952,1380,382
"2009-03-15 00:00:00",572,534,2709,3316,3516,1469079,1715,431
"2009-03-16 00:00:00",805,741,3867,4090,5141,1629374,2067,733
"2009-03-17 00:00:00",791,718,3262,4016,4959,2381359,1986,657
"2009-03-18 00:00:00",796,794,3480,3904,5135,2573672,2059,665
"2009-03-19 00:00:00",741,686,3417,3981,5231,1321058,2053,711
"2009-03-20 00:00:00",707,651,3322,3492,4299,630038,1736,705
"2009-03-21 00:00:00",509,410,2145,3009,2980,2127780,1425,370
"2009-03-22 00:00:00",655,481,2236,3093,3549,1039215,1808,457
"2009-03-23 00:00:00",821,665,3247,3879,4969,2357535,2172,827
"2009-03-24 00:00:00",824,741,3343,3910,4990,2654466,1954,862
"2009-03-25 00:00:00",722,789,3371,3786,4941,1924592,1916,843
"2009-03-26 00:00:00",724,715,3401,3678,4555,2244706,1963,819
"2009-03-27 00:00:00",632,637,3024,3089,3898,845879,1900,648
"2009-03-28 00:00:00",407,454,2252,2811,2528,1323304,1393,450
"2009-03-29 00:00:00",595,530,2502,3047,3327,1592157,1812,582
"2009-03-30 00:00:00",737,663,3306,3536,4382,2256676,2036,658
"2009-03-31 00:00:00",747,821,3344,3550,4290,2041446,1969,452
"2009-04-01 00:00:00",668,701,3167,3411,3994,240436,1892,495
"2009-04-02 00:00:00",692,718,3280,3787,4070,1690099,1871,370
"2009-04-03 00:00:00",582,618,2699,3069,3113,1273382,1632,238
"2009-04-04 00:00:00",440,421,2525,2601,2257,1441332,1256,356
"2009-04-05 00:00:00",523,546,2428,2865,2723,1469935,1518,496
"2009-04-06 00:00:00",663,651,3280,3627,3967,1765813,1935,847
"2009-04-07 00:00:00",806,656,3279,3482,3936,635968,1917,956
"2009-04-08 00:00:00",681,660,3276,3469,4107,1881635,1724,965
"2009-04-09 00:00:00",613,609,2856,3116,3353,1544660,1563,669
"2009-04-10 00:00:00",410,516,2249,2669,2382,1567773,1430,518
"2009-04-11 00:00:00",474,443,1998,2338,2055,1809941,1303,367
"2009-04-12 00:00:00",562,428,2036,2573,2212,1246641,1469,461
"2009-04-13 00:00:00",802,681,2950,3371,3382,1988914,1769,692
"2009-04-14 00:00:00",781,730,3106,3444,3663,1222360,2054,789
"2009-04-15 00:00:00",747,666,3043,3404,3716,1557343,2058,770
"2009-04-16 00:00:00",785,652,3132,3058,3528,2821325,1924,774
"2009-04-17 00:00:00",554,608,2646,2913,3056,979894,1621,733
"2009-04-18 00:00:00",443,403,1892,2407,2142,1963680,1357,477
"2009-04-19 00:00:00",663,474,2170,2831,2710,1920049,1759,540
"2009-04-20 00:00:00",879,670,3063,3242,3791,1441088,2116,1002
"2009-04-21 00:00:00",749,683,3033,3158,3936,1966877,2032,962
"2009-04-22 00:00:00",708,680,2831,3051,4064,1860001,2049,774
"2009-04-23 00:00:00",817,701,2681,3015,4500,2653767,2166,913
"2009-04-24 00:00:00",1755,761,2257,3000,16735,843368,5161,767
"2009-04-25 00:00:00",5594,1372,2456,2569,16815,1914557,32577,583
"2009-04-26 00:00:00",11237,2742,3415,3138,31047,1386318,47408,845
"2009-04-27 00:00:00",25253,5898,4766,4189,54853,1427150,105943,1456
"2009-04-28 00:00:00",19675,5115,5332,4667,60128,1666780,121782,1569
"2009-04-29 00:00:00",18573,5606,5480,5096,61899,2302063,88860,1495
"2009-04-30 00:00:00",19380,6363,5254,5345,59666,1728752,201501,1592
"2009-05-01 00:00:00",12027,3821,4475,4725,42179,725263,77492,1210
"2009-05-02 00:00:00",6895,2179,3567,3611,20943,1958783,30966,672
"2009-05-03 00:00:00",5020,1959,3389,3562,17264,2323781,22710,693
"2009-05-04 00:00:00",5688,2444,4028,4604,23378,1142516,30743,1118
"2009-05-05 00:00:00",4300,1829,4213,4456,17619,2120662,18337,1019
"2009-05-06 00:00:00",3429,1631,3517,3925,14708,1334159,14029,955
"2009-05-07 00:00:00",2817,1440,3388,3919,13657,1367683,10412,955
"2009-05-08 00:00:00",2120,1159,2914,3322,10376,1305688,8100,835
"2009-05-09 00:00:00",1532,922,2356,2903,7103,386460,4831,482
"2009-05-10 00:00:00",1647,911,2562,3039,7484,971966,4847,552
"2009-05-11 00:00:00",2332,1380,3423,3832,13841,1083626,6811,1009
"2009-05-12 00:00:00",2158,1226,3488,3987,13895,1524884,7010,1047
"2009-05-13 00:00:00",1891,1119,3447,3555,11334,2005365,5486,997
"2009-05-14 00:00:00",1836,1126,3511,3839,9902,351202,5161,940
"2009-05-15 00:00:00",1534,1256,2822,3146,7487,1652213,5148,733
"2009-05-16 00:00:00",1023,664,2087,2646,5542,989040,2954,373
"2009-05-17 00:00:00",1215,740,2240,3134,6664,1053981,3408,524
"2009-05-18 00:00:00",1793,1170,3002,3862,10985,1709909,6010,870
"2009-05-19 00:00:00",1617,1046,3560,3960,10706,1828405,6207,958
"2009-05-20 00:00:00",1564,898,3211,3781,9670,1356787,5241,847
"2009-05-21 00:00:00",1507,965,3297,3678,8553,1703492,5001,731
"2009-05-22 00:00:00",1236,824,2719,3237,6562,2400699,4238,683
"2009-05-23 00:00:00",885,494,2093,2640,4358,1442024,2932,456
"2009-05-24 00:00:00",971,507,2030,2966,5145,1095100,2966,495
"2009-05-25 00:00:00",1201,715,2771,3404,6784,2428455,3490,743
"2009-05-26 00:00:00",1293,927,3142,3700,7803,2010879,4328,999
"2009-05-27 00:00:00",1343,775,3045,3792,7805,1689130,4375,936
"2009-05-28 00:00:00",1161,814,2830,3521,7170,1295677,4252,875
"2009-05-29 00:00:00",1009,766,2341,3105,5587,808569,3639,696
"2009-05-30 00:00:00",701,503,1807,2640,3945,1441882,2634,408
"2009-05-31 00:00:00",804,520,2008,2927,4339,1248265,2822,561
"2009-06-01 00:00:00",1140,739,2939,3648,6549,961886,3949,841
"2009-06-02 00:00:00",1059,1064,2890,3670,7587,1869168,4294,873
"2009-06-03 00:00:00",902,777,2789,3620,7048,1141887,4922,774
"2009-06-04 00:00:00",1055,694,2560,3548,6390,1110690,3905,700
"2009-06-05 00:00:00",838,672,2138,3125,4989,825395,3240,691
"2009-06-06 00:00:00",629,500,1848,2485,3436,1460080,2583,431
"2009-06-07 00:00:00",718,544,1957,2946,4058,1041645,2680,430
"2009-06-08 00:00:00",989,749,2656,4292,5931,1393609,3630,989
"2009-06-09 00:00:00",1103,754,2921,3935,6243,1905851,5826,822
"2009-06-10 00:00:00",1076,727,2754,3618,6430,1337961,9470,703
"2009-06-11 00:00:00",1681,1018,2867,3699,9010,1556928,47548,740
"2009-06-12 00:00:00",1549,886,2403,3465,7417,1964828,44112,606
"2009-06-13 00:00:00",916,573,1706,2983,4111,487441,12586,390
"2009-06-14 00:00:00",982,659,1952,3158,4840,1880333,8887,450
"2009-06-15 00:00:00",1234,789,2747,4069,7246,506153,9547,741
"2009-06-16 00:00:00",1094,715,2642,3728,6838,395315,6653,772
"2009-06-17 00:00:00",1042,763,2715,3957,6249,548683,5726,723
"2009-06-18 00:00:00",1045,722,2386,3811,5827,1272461,4960,651
"2009-06-19 00:00:00",770,687,2117,3341,4832,1175936,4125,554
"2009-06-20 00:00:00",659,495,1762,2794,3722,618109,2803,436
"2009-06-21 00:00:00",692,630,1752,2963,3953,512215,2890,462
"2009-06-22 00:00:00",920,748,2519,3973,5603,1507547,3940,704
"2009-06-23 00:00:00",986,696,2286,3986,5687,1534338,3783,830
"2009-06-24 00:00:00",893,663,2347,3691,5321,1312325,3606,709
"2009-06-25 00:00:00",943,677,2171,3827,4806,1842731,3496,651
"2009-06-26 00:00:00",715,537,1736,3334,3409,709574,2874,597
"2009-06-27 00:00:00",623,519,1586,3070,2975,499639,3602,475
"2009-06-28 00:00:00",656,443,1629,3348,3481,924600,2246,593
"2009-06-29 00:00:00",864,683,2316,3950,5213,1223237,3080,743
"2009-06-30 00:00:00",820,663,2429,3787,4652,672040,2899,710
"2009-07-01 00:00:00",793,668,2223,3936,4375,1564846,2669,709
"2009-07-02 00:00:00",851,640,2284,3446,4869,1254503,3013,699
"2009-07-03 00:00:00",904,559,1740,3082,4332,1931508,2674,623
"2009-07-04 00:00:00",590,424,1602,2838,3163,714482,1891,418
"2009-07-05 00:00:00",623,428,1734,2939,3238,1798573,2032,529
"2009-07-06 00:00:00",903,661,2131,3913,4961,202024,2944,995
"2009-07-07 00:00:00",870,625,2092,3856,4963,972338,2746,1017
"2009-07-08 00:00:00",789,592,2386,3890,4757,2280907,2768,822
"2009-07-09 00:00:00",838,615,2291,3654,4859,268701,2935,761
"2009-07-10 00:00:00",811,550,2094,3231,4528,1160710,2792,785
"2009-07-11 00:00:00",606,434,1697,2746,3329,547614,1941,522
"2009-07-12 00:00:00",715,458,1752,3157,3423,406395,2036,542
"2009-07-13 00:00:00",1000,692,2299,3994,5786,697040,3334,906
"2009-07-14 00:00:00",1055,678,2549,3997,6613,1422641,3850,785
"2009-07-15 00:00:00",1001,703,2289,4012,5444,1303630,3581,777
"2009-07-16 00:00:00",1090,725,2148,3915,6047,1267696,4018,835
"2009-07-17 00:00:00",893,669,2016,3359,5742,747381,3865,727
"2009-07-18 00:00:00",623,495,1562,2967,3738,1142848,2421,533
"2009-07-19 00:00:00",736,532,1799,3245,4088,366279,2455,547
"2009-07-20 00:00:00",986,704,2329,4223,5885,1429095,3693,924
"2009-07-21 00:00:00",1030,713,2108,4356,6544,243567,3913,851
"2009-07-22 00:00:00",998,708,1985,4042,5925,367215,3897,796
"2009-07-23 00:00:00",1012,722,2231,3934,5778,661843,4271,707
"2009-07-24 00:00:00",836,653,1985,3407,5358,1940187,3560,774
"2009-07-25 00:00:00",687,447,1561,2942,3462,1213137,2477,478
"2009-07-26 00:00:00",725,504,1723,3325,3823,2164648,3045,505
"2009-07-27 00:00:00",878,722,2245,4300,21020,1157069,3237,777
"2009-07-28 00:00:00",877,757,2251,4196,5019,1967823,3254,830
"2009-07-29 00:00:00",908,698,2210,4013,5406,1677885,3174,1132
"2009-07-30 00:00:00",896,684,2038,3713,5139,1431293,3329,832
"2009-07-31 00:00:00",699,585,1754,3081,4023,1012446,2443,682
"2009-08-01 00:00:00",589,439,1494,2820,3179,1299361,1834,504
"2009-08-02 00:00:00",643,525,1831,3111,3183,1341785,2107,547
"2009-08-03 00:00:00",844,772,2280,3940,4631,1106932,3143,732
"2009-08-04 00:00:00",794,742,2422,4111,4996,961543,3473,779
"2009-08-05 00:00:00",903,739,2374,4019,5382,1402773,3781,808
"2009-08-06 00:00:00",919,669,2295,3702,5175,405843,3670,654
"2009-08-07 00:00:00",762,638,2015,3354,4318,830587,3255,716
"2009-08-08 00:00:00",708,457,1706,2892,3449,941475,2014,547
"2009-08-09 00:00:00",752,625,1903,3056,3693,1396226,2686,581
"2009-08-10 00:00:00",1147,920,2636,3957,6871,1076603,5067,864
"2009-08-11 00:00:00",1215,916,2337,4247,6843,1525270,5418,829
"2009-08-12 00:00:00",1242,957,2450,3870,6906,734143,4926,826
"2009-08-13 00:00:00",1300,996,2431,3954,10811,1010369,4623,813
"2009-08-14 00:00:00",940,759,2004,3257,4583,823201,3255,824
"2009-08-15 00:00:00",703,559,1601,2747,3099,1023215,2218,606
"2009-08-16 00:00:00",676,553,1812,3129,3784,1498544,2447,620
"2009-08-17 00:00:00",925,786,2379,3807,5489,995727,3305,943
"2009-08-18 00:00:00",918,787,2235,3890,5353,1101727,3373,857
"2009-08-19 00:00:00",909,756,2349,3925,4796,1492663,3001,850
"2009-08-20 00:00:00",730,763,2105,3720,4616,1639337,2867,739
"2009-08-21 00:00:00",757,765,1951,3125,4259,1028522,2867,697
"2009-08-22 00:00:00",587,463,1627,2707,3017,563467,1879,525
"2009-08-23 00:00:00",617,495,1819,3046,3203,1080536,2224,1060
"2009-08-24 00:00:00",882,787,2148,3724,5137,885644,3018,1112
"2009-08-25 00:00:00",1035,963,2417,3862,7929,541633,3543,933
"2009-08-26 00:00:00",924,869,2414,3865,6286,1551484,3527,1383
"2009-08-27 00:00:00",889,932,2153,3839,5623,681797,3264,1140
"2009-08-28 00:00:00",864,765,2031,3440,4693,889274,2828,824
"2009-08-29 00:00:00",642,617,1769,2801,3507,1202315,2082,592
"2009-08-30 00:00:00",758,575,1938,3098,4183,1284713,2352,510
"2009-08-31 00:00:00",901,926,2485,4134,5743,1070356,3061,864
"2009-09-01 00:00:00",995,949,2613,4137,6508,1051592,3614,942
"2009-09-02 00:00:00",1187,1054,2686,4411,6991,439740,3946,946
"2009-09-03 00:00:00",1051,1013,2599,4215,6292,620548,3681,881
"2009-09-04 00:00:00",890,897,2369,3661,5350,680719,3051,675
"2009-09-05 00:00:00",732,636,1886,2586,3902,1139368,2215,517
"2009-09-06 00:00:00",745,605,2228,3189,4305,680909,2396,574
"2009-09-07 00:00:00",1069,817,2560,4188,6008,1108055,2926,642
"2009-09-08 00:00:00",1152,979,3110,5050,5957,1372760,3640,837
"2009-09-09 00:00:00",1058,933,3056,4837,7255,1626525,3710,892
"2009-09-10 00:00:00",1073,930,3134,4518,6351,1484998,3613,824
"2009-09-11 00:00:00",906,908,2539,4275,5556,163310,3273,807
"2009-09-12 00:00:00",702,587,2316,3446,3720,1374919,2259,613
"2009-09-13 00:00:00",757,657,2687,4151,4761,617425,2676,651
"2009-09-14 00:00:00",1081,941,3498,5194,6519,1604236,3320,831
"2009-09-15 00:00:00",1078,1003,3325,5332,7147,639066,3711,759
"2009-09-16 00:00:00",945,1004,3128,5356,6894,1028977,3786,840
"2009-09-17 00:00:00",1177,820,3435,4906,6855,931646,3670,860
"2009-09-18 00:00:00",899,857,3121,4347,5960,686563,3245,667
"2009-09-19 00:00:00",718,590,2573,3556,3961,897086,2270,581
"2009-09-20 00:00:00",721,596,2929,3906,4713,597026,2544,523
"2009-09-21 00:00:00",517,423,1802,3031,3713,166876,1761,443
"2009-09-22 00:00:00",0,0,0,0,0,0,0,0
"2009-09-23 00:00:00",0,0,0,0,0,0,0,0
"2009-09-24 00:00:00",0,0,0,0,0,0,0,0
"2009-09-25 00:00:00",0,0,0,0,0,0,0,0
"2009-09-26 00:00:00",0,0,0,0,0,0,0,0
"2009-09-27 00:00:00",0,0,0,0,0,0,0,0
"2009-09-28 00:00:00",0,0,0,0,0,0,0,0
"2009-09-29 00:00:00",0,0,0,0,0,0,0,0
"2009-09-30 00:00:00",0,0,0,0,0,0,0,0
"2009-10-01 00:00:00",829,857,4102,5026,7264,436961,3737,747
"2009-10-02 00:00:00",738,686,3611,4617,6012,880318,3488,593
"2009-10-03 00:00:00",641,565,3021,3977,4102,570475,2426,401
"2009-10-04 00:00:00",710,640,3054,4276,5102,1136777,2723,495
"2009-10-05 00:00:00",990,840,4153,5703,7098,194847,4017,781
"2009-10-06 00:00:00",1072,1013,4275,5399,7672,413965,3765,714
"2009-10-07 00:00:00",949,932,4109,5623,7705,1064338,3879,787
"2009-10-08 00:00:00",953,854,3919,5400,8080,914580,3915,862
"2009-10-09 00:00:00",880,914,3349,5009,6946,976880,3517,775
"2009-10-10 00:00:00",651,584,3230,4214,5109,569159,2668,435
"2009-10-11 00:00:00",758,589,3369,4466,5167,1085071,3277,376
"2009-10-12 00:00:00",978,972,4160,5856,7331,1070497,6864,725
"2009-10-13 00:00:00",1101,1019,4540,6467,8334,1138506,5097,762
"2009-10-14 00:00:00",1094,859,3829,6129,8261,1066820,4197,711
"2009-10-15 00:00:00",0,0,0,0,0,0,0,0
"2009-10-16 00:00:00",882,931,2939,4757,6360,1415850,3634,529
"2009-10-17 00:00:00",807,530,3015,4378,5434,144580,3013,388
"2009-10-18 00:00:00",788,560,2797,4399,5463,661068,2806,427
"2009-10-19 00:00:00",1118,1035,4270,6754,8252,1479520,4318,679
"2009-10-20 00:00:00",1186,1047,4526,7033,9032,1051584,4402,697
"2009-10-21 00:00:00",1290,1007,4390,7632,9635,686817,4426,674
"2009-10-22 00:00:00",1212,992,3742,7085,9295,559983,5125,732
"2009-10-23 00:00:00",1005,994,3451,6211,8481,668059,4607,642
"2009-10-24 00:00:00",967,798,2740,5333,7351,417373,4447,423
"2009-10-25 00:00:00",1073,857,3066,5759,7812,357797,4855,491
"2009-10-26 00:00:00",1266,1176,3872,7984,10152,1779773,5754,732
"2009-10-27 00:00:00",1399,1083,4122,8162,11332,1610213,6072,825
"2009-10-28 00:00:00",1422,1178,4019,8575,12155,1153763,6699,792
"2009-10-29 00:00:00",1347,1030,3785,7784,10712,685597,6276,716
"2009-10-30 00:00:00",1325,886,3159,7193,11595,2035320,5548,576
"2009-10-31 00:00:00",880,824,2507,5489,6536,641331,4074,354
"2009-11-01 00:00:00",812,584,2548,5398,5836,991417,3515,319
"2009-11-02 00:00:00",1283,1223,3446,7670,9120,724622,5283,672
"2009-11-03 00:00:00",2181,1141,4471,8868,10821,716745,6377,654
"2009-11-04 00:00:00",1597,1054,4222,8414,10801,914513,5572,739
"2009-11-05 00:00:00",1537,1030,4302,7832,10899,1229942,6008,652
"2009-11-06 00:00:00",1241,988,3647,6725,9121,834051,4764,640
"2009-11-07 00:00:00",927,643,2896,5322,6135,1262924,3511,436
"2009-11-08 00:00:00",1019,806,3090,5681,6629,1017097,3855,476
"2009-11-09 00:00:00",1291,1109,4400,7466,9283,1875669,5067,981
"2009-11-10 00:00:00",1261,997,3901,7287,9453,503945,5032,718
"2009-11-11 00:00:00",1174,871,3487,6496,8072,191855,4114,672
"2009-11-12 00:00:00",1230,1076,4075,6694,9507,972586,4747,833
"2009-11-13 00:00:00",1061,1038,3361,5605,8378,1087508,4559,604
"2009-11-14 00:00:00",705,643,2514,4370,5094,377925,3051,327
"2009-11-15 00:00:00",785,720,2665,4824,5521,248701,3135,475
"2009-11-16 00:00:00",1011,944,3614,6046,7853,813582,4253,757
"2009-11-17 00:00:00",925,779,3276,4948,6453,854227,4890,619
"2009-11-18 00:00:00",965,948,3325,5095,6848,905701,5494,587
"2009-11-19 00:00:00",922,904,2932,4691,6243,853002,4237,569
"2009-11-20 00:00:00",784,889,2881,4410,5738,1833191,3698,513
"2009-11-21 00:00:00",636,662,2365,3561,4101,1223843,2796,308
"2009-11-22 00:00:00",354,420,1528,2442,2768,612836,2450,286
"2009-11-23 00:00:00",733,868,2948,4413,5607,908506,3822,551
"2009-11-24 00:00:00",707,758,2763,4330,5677,364282,3545,464
"2009-11-25 00:00:00",663,719,2858,3995,5313,1608224,2504,490
"2009-11-26 00:00:00",611,513,2440,3435,4585,1272666,2783,392
"2009-11-27 00:00:00",553,560,2329,3156,3984,1106548,2560,426
"2009-11-28 00:00:00",496,612,2140,4000,3695,1143888,2643,412
"2009-11-29 00:00:00",533,563,2423,3258,3904,1125767,3250,409
"2009-11-30 00:00:00",622,814,3035,4346,5455,960993,3236,688
"2009-12-01 00:00:00",729,916,3419,4247,5368,869172,3600,667
"2009-12-02 00:00:00",699,784,3348,3948,5175,1141352,3211,702
"2009-12-03 00:00:00",603,686,3328,3818,5036,2175571,2919,641
"2009-12-04 00:00:00",581,825,3058,3681,4901,1179130,3080,555
"2009-12-05 00:00:00",429,613,2549,3073,3194,686618,2506,362
"2009-12-06 00:00:00",476,674,2723,3149,3455,1106817,2623,393
"2009-12-07 00:00:00",684,758,3325,3966,4765,1153385,2866,692
"2009-12-08 00:00:00",647,745,3374,3882,4832,1473647,3284,617
"2009-12-09 00:00:00",625,951,2783,3828,4451,980090,2937,645
"2009-12-10 00:00:00",634,741,3097,3598,4539,1201570,2925,626
"2009-12-11 00:00:00",580,616,2883,3238,4210,1529679,2933,547
"2009-12-12 00:00:00",413,523,2508,2969,3121,808015,2202,301
"2009-12-13 00:00:00",431,541,2637,3023,3093,1121409,2072,332
"2009-12-14 00:00:00",570,614,3075,3391,3787,873748,2279,498
"2009-12-15 00:00:00",521,806,2863,3337,3794,869649,2412,544
"2009-12-16 00:00:00",462,740,3251,3333,4041,959309,2477,502
"2009-12-17 00:00:00",440,618,3205,3383,3831,1022675,2450,460
"2009-12-18 00:00:00",445,551,2786,3173,3217,771725,2242,474
"2009-12-19 00:00:00",397,437,2563,2604,2295,620851,1810,228
"2009-12-20 00:00:00",406,402,2545,2825,2385,1312498,1548,212
"2009-12-21 00:00:00",490,551,3279,3261,2982,1089601,2081,392
"2009-12-22 00:00:00",393,563,3165,3147,2927,1320507,1885,227
"2009-12-23 00:00:00",395,485,2918,3001,2643,481401,1733,220
"2009-12-24 00:00:00",313,306,2365,2373,1741,822933,1358,174
