DateTime,Pandemic[en]
2022-06-12, 546
2022-06-13, 672
2022-06-14, 635
2022-06-15, 597
2022-06-16, 605
2022-06-17, 474
2022-06-18, 341
2022-06-19, 380
2022-06-20, 507
2022-06-21, 474
2022-06-22, 562
2022-06-23, 550
2022-06-24, 487
2022-06-25, 378
2022-06-26, 379
2022-06-27, 467
2022-06-28, 445
2022-06-29, 445
2022-06-30, 461
2022-07-01, 456
2022-07-02, 347
2022-07-03, 329
2022-07-04, 424
2022-07-05, 469
2022-07-06, 453
2022-07-07, 447
2022-07-08, 403
2022-07-09, 344
2022-07-10, 313
2022-07-11, 420
2022-07-12, 580
2022-07-13, 508
2022-07-14, 499
2022-07-15, 424
2022-07-16, 368
2022-07-17, 392
2022-07-18, 405
2022-07-19, 399
2022-07-20, 433
2022-07-21, 446
2022-07-22, 406
2022-07-23, 463
2022-07-24, 530
2022-07-25, 567
2022-07-26, 528
2022-07-27, 567
2022-07-28, 455
2022-07-29, 440
2022-07-30, 339
2022-07-31, 359
2022-08-01, 466
2022-08-02, 547
2022-08-03, 427
2022-08-04, 411
2022-08-05, 410
2022-08-06, 302
2022-08-07, 310
2022-08-08, 423
2022-08-09, 345
2022-08-10, 472
2022-08-11, 405
2022-08-12, 364
2022-08-13, 276
2022-08-14, 320
2022-08-15, 460
2022-08-16, 439
2022-08-17, 418
2022-08-18, 428
2022-08-19, 410
2022-08-20, 358
2022-08-21, 307
2022-08-22, 433
2022-08-23, 542
2022-08-24, 477
2022-08-25, 488
2022-08-26, 405
2022-08-27, 312
2022-08-28, 356
2022-08-29, 450
2022-08-30, 487
2022-08-31, 441
2022-09-01, 432
2022-09-02, 399
2022-09-03, 304
2022-09-04, 332
2022-09-05, 410
2022-09-06, 424
2022-09-07, 428
2022-09-08, 494
2022-09-09, 409
2022-09-10, 287
2022-09-11, 299
2022-09-12, 401
2022-09-13, 430
2022-09-14, 454
2022-09-15, 442
2022-09-16, 450
2022-09-17, 297
2022-09-18, 329
2022-09-19, 983
2022-09-20, 1050
2022-09-21, 704
2022-09-22, 606
2022-09-23, 577
2022-09-24, 363
2022-09-25, 391
2022-09-26, 479
2022-09-27, 463
2022-09-28, 543
2022-09-29, 533
2022-09-30, 446
2022-10-01, 360
2022-10-02, 312
2022-10-03, 469
2022-10-04, 460
2022-10-05, 407
2022-10-06, 459
2022-10-07, 407
2022-10-08, 341
2022-10-09, 369
2022-10-10, 485
2022-10-11, 455
2022-10-12, 497
2022-10-13, 526
2022-10-14, 429
2022-10-15, 368
2022-10-16, 406
2022-10-17, 493
2022-10-18, 506
2022-10-19, 577
2022-10-20, 555
2022-10-21, 477
2022-10-22, 367
2022-10-23, 447
2022-10-24, 594
2022-10-25, 582
2022-10-26, 515
2022-10-27, 511
2022-10-28, 465
2022-10-29, 323
2022-10-30, 383
2022-10-31, 530
2022-11-01, 492
2022-11-02, 490
2022-11-03, 493
2022-11-04, 419
2022-11-05, 373
2022-11-06, 375
2022-11-07, 406
2022-11-08, 494
2022-11-09, 440
2022-11-10, 420
2022-11-11, 399
2022-11-12, 327
2022-11-13, 336
2022-11-14, 438
2022-11-15, 516
2022-11-16, 525
2022-11-17, 498
2022-11-18, 478
2022-11-19, 363
2022-11-20, 411
2022-11-21, 505
2022-11-22, 491
2022-11-23, 470
2022-11-24, 456
2022-11-25, 450
2022-11-26, 324
2022-11-27, 407
2022-11-28, 571
2022-11-29, 573
2022-11-30, 570
2022-12-01, 517
2022-12-02, 469
2022-12-03, 351
2022-12-04, 404
2022-12-05, 528
2022-12-06, 497
2022-12-07, 449
2022-12-08, 504
2022-12-09, 401
2022-12-10, 363
2022-12-11, 366
2022-12-12, 471
2022-12-13, 441
2022-12-14, 455
2022-12-15, 435
2022-12-16, 474
2022-12-17, 241
2022-12-18, 334
2022-12-19, 404
2022-12-20, 405
2022-12-21, 403
2022-12-22, 343
2022-12-23, 343
2022-12-24, 256
2022-12-25, 205
2022-12-26, 296
2022-12-27, 401
2022-12-28, 394
2022-12-29, 370
2022-12-30, 305
2022-12-31, 260
2023-01-01, 0
2023-01-02, 0
2023-01-03, 0
2023-01-04, 399
2023-01-05, 442
2023-01-06, 398
2023-01-07, 309
2023-01-08, 352
2023-01-09, 437
2023-01-10, 471
2023-01-11, 495
2023-01-12, 431
2023-01-13, 415
2023-01-14, 304
2023-01-15, 279
2023-01-16, 462
2023-01-17, 472
2023-01-18, 406
2023-01-19, 465
2023-01-20, 410
2023-01-21, 339
2023-01-22, 315
2023-01-23, 480
2023-01-24, 494
2023-01-25, 434
2023-01-26, 471
2023-01-27, 335
2023-01-28, 370
2023-01-29, 418
2023-01-30, 457
2023-01-31, 588
2023-02-01, 483
2023-02-02, 481
2023-02-03, 403
2023-02-04, 288
2023-02-05, 350
2023-02-06, 477
2023-02-07, 517
2023-02-08, 443
2023-02-09, 450
2023-02-10, 439
2023-02-11, 343
2023-02-12, 391
2023-02-13, 480
2023-02-14, 483
2023-02-15, 474
2023-02-16, 456
2023-02-17, 389
2023-02-18, 330
2023-02-19, 377
2023-02-20, 456
2023-02-21, 498
2023-02-22, 465
2023-02-23, 443
2023-02-24, 430
2023-02-25, 327
2023-02-26, 362
2023-02-27, 559
2023-02-28, 538
2023-03-01, 476
2023-03-02, 477
2023-03-03, 414
2023-03-04, 329
2023-03-05, 342
2023-03-06, 523
2023-03-07, 577
2023-03-08, 431
2023-03-09, 435
2023-03-10, 446
2023-03-11, 335
2023-03-12, 326
2023-03-13, 414
2023-03-14, 447
2023-03-15, 403
2023-03-16, 423
2023-03-17, 392
2023-03-18, 304
2023-03-19, 355
2023-03-20, 485
2023-03-21, 484
2023-03-22, 492
2023-03-23, 499
2023-03-24, 385
2023-03-25, 251
2023-03-26, 281
2023-03-27, 467
2023-03-28, 502
2023-03-29, 423
2023-03-30, 406
2023-03-31, 314
2023-04-01, 273
2023-04-02, 267
2023-04-03, 361
2023-04-04, 348
2023-04-05, 335
2023-04-06, 297
2023-04-07, 249
2023-04-08, 258
2023-04-09, 263
2023-04-10, 459
2023-04-11, 385
2023-04-12, 469
2023-04-13, 351
2023-04-14, 379
2023-04-15, 250
2023-04-16, 324
2023-04-17, 553
2023-04-18, 407
2023-04-19, 395
2023-04-20, 355
2023-04-21, 345
2023-04-22, 261
2023-04-23, 282
2023-04-24, 403
2023-04-25, 482
2023-04-26, 448
2023-04-27, 370
2023-04-28, 351
2023-04-29, 268
2023-04-30, 287
2023-05-01, 426
2023-05-02, 404
2023-05-03, 364
2023-05-04, 373
2023-05-05, 893
2023-05-06, 711
2023-05-07, 469
2023-05-08, 640
2023-05-09, 590
2023-05-10, 514
2023-05-11, 533
2023-05-12, 519
2023-05-13, 407
2023-05-14, 366
2023-05-15, 497
2023-05-16, 434
2023-05-17, 408
2023-05-18, 427
2023-05-19, 433
2023-05-20, 265
2023-05-21, 330
2023-05-22, 464
2023-05-23, 604
2023-05-24, 416
2023-05-25, 417
2023-05-26, 436
2023-05-27, 272
2023-05-28, 272
2023-05-29, 322
2023-05-30, 396
2023-05-31, 382
2023-06-01, 406
2023-06-02, 331
2023-06-03, 277
2023-06-04, 307
2023-06-05, 373
2023-06-06, 408
2023-06-07, 425
2023-06-08, 371
2023-06-09, 321
2023-06-10, 267
2023-06-11, 239
2023-06-12, 324
2023-06-13, 397
2023-06-14, 372
2023-06-15, 431
2023-06-16, 372
2023-06-17, 322
2023-06-18, 271
2023-06-19, 336
2023-06-20, 366
2023-06-21, 391
2023-06-22, 377
2023-06-23, 399
2023-06-24, 371
2023-06-25, 313
2023-06-26, 361
2023-06-27, 401
2023-06-28, 350
2023-06-29, 373
2023-06-30, 399
2023-07-01, 372
2023-07-02, 296
2023-07-03, 356
2023-07-04, 355
2023-07-05, 361
2023-07-06, 372
2023-07-07, 430
2023-07-08, 301
2023-07-09, 257
2023-07-10, 186
